업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,두꺼비하우스,충청남도 천안시 서북구 개목8길 31 (성정동),충청남도 천안시 서북구 성정동 1083-1 ,0041-0576-7237,분식
일반음식점,옛날짜장,충청남도 천안시 서북구 천안대로 1301 (신당동),충청남도 천안시 서북구 신당동 567-1 ,0041-0556-7615,중국식
일반음식점,유명반점,충청남도 천안시 서북구 백석3로 13-2 (백석동),충청남도 천안시 서북구 백석동 291-6 ,0041-0552-6447,중국식
일반음식점,오사카참치,충청남도 천안시 서북구 원두정5길 13 (두정동),충청남도 천안시 서북구 두정동 816 ,041 -554 -9005,일식
일반음식점,시골집,충청남도 천안시 서북구 봉정로 168 (성정동),충청남도 천안시 서북구 성정동 142-6 ,0041-0576-3434,한식
일반음식점,비어캠프,충청남도 천안시 서북구 미라3길 27 (쌍용동),충청남도 천안시 서북구 쌍용동 1148 ,041 -571 -5570,호프/통닭
일반음식점,대림기사식당,충청남도 천안시 서북구 양지10길 41 (성정동),충청남도 천안시 서북구 성정동 741-4 ,0041-0546-7666,한식
일반음식점,닭가네,충청남도 천안시 서북구 서부11길 31 (성정동),충청남도 천안시 서북구 성정동 668-27 ,,식육(숯불구이)
일반음식점,명륜진사갈비쌍용점,"충청남도 천안시 서북구 서부대로 438, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 911 ,041 -575 -8642,횟집
일반음식점,철이네묵밥전문,충청남도 천안시 서북구 성정6길 6 (성정동),충청남도 천안시 서북구 성정동 729-1 ,0041-0578-7281,한식
일반음식점,우리바다해물찜,충청남도 천안시 서북구 도원1길 3 (성정동),충청남도 천안시 서북구 성정동 904 ,0041-0551-6070,한식
일반음식점,백여사네생홍어탕,충청남도 천안시 서북구 미라13길 12 (쌍용동),충청남도 천안시 서북구 쌍용동 963 31통3반 ,,한식
일반음식점,가원반점,충청남도 천안시 서북구 공대길 10 (신당동),충청남도 천안시 서북구 신당동 251-8 ,0041-0556-1310,중국식
일반음식점,마장동곱창,충청남도 천안시 서북구 미라7길 18 (쌍용동),충청남도 천안시 서북구 쌍용동 1142 ,0041-0571-7442,호프/통닭
일반음식점,신당해물칼국수,충청남도 천안시 서북구 공대길 16 (신당동),충청남도 천안시 서북구 신당동 250-5 ,0041-0568-7822,한식
일반음식점,온누리쭈꾸미천안성정점,충청남도 천안시 서북구 백석로 203 (성정동),충청남도 천안시 서북구 성정동 969 ,041 -572 -9292,한식
일반음식점,팔팔막회,충청남도 천안시 서북구 미라9길 22 (쌍용동),충청남도 천안시 서북구 쌍용동 1088 ,041 -571 -1819,정종/대포집/소주방
일반음식점,남원골추어탕,충청남도 천안시 서북구 미라7길 7 (쌍용동),충청남도 천안시 서북구 쌍용동 1117 ,0041-0571-7275,한식
일반음식점,세계맥주할인전문점와이(Y),충청남도 천안시 서북구 미라9길 22 (쌍용동),충청남도 천안시 서북구 쌍용동 1088 ,041 -573 -5092,호프/통닭
일반음식점,황소고집정육식당,충청남도 천안시 서북구 서부6길 10 (성정동),충청남도 천안시 서북구 성정동 689-11 , 041- 575-4574,식육(숯불구이)
일반음식점,명성푸드,충청남도 천안시 서북구 서부17길 7 (성정동),충청남도 천안시 서북구 성정동 619-18 ,,한식
일반음식점,대학식당,"충청남도 천안시 서북구 성환읍 성진로 88, 1동 1층",충청남도 천안시 서북구 성환읍 성월리 55-8 ,0041-0582-2383,한식
일반음식점,노랑통닭성환점,충청남도 천안시 서북구 성환읍 성환3로 48-1,충청남도 천안시 서북구 성환읍 성월리 106-3 ,0041-0581-1105,한식
일반음식점,또래호프,충청남도 천안시 서북구 성환읍 신방로 366,충청남도 천안시 서북구 성환읍 송덕리 55-16 ,0041-0581-8092,호프/통닭
일반음식점,왕십리연탄곱창,충청남도 천안시 서북구 입장면 성진로 716,충청남도 천안시 서북구 입장면 신덕리 200-18 ,041 -583 -4634,한식
일반음식점,자매삼계탕,충청남도 천안시 서북구 입장면 입장로 171,충청남도 천안시 서북구 입장면 유리 119 ,0041-0564-0309,한식
일반음식점,곤드레밥집,충청남도 천안시 서북구 입장면 성진로 1255,충청남도 천안시 서북구 입장면 도림리 46-1 ,,한식
일반음식점,나그네,충청남도 천안시 서북구 성거읍 성거길 81,충청남도 천안시 서북구 성거읍 송남리 13 ,,호프/통닭
일반음식점,정가든,충청남도 천안시 서북구 입장면 양대기로길 17,충청남도 천안시 서북구 입장면 양대리 215-1 ,,한식
일반음식점,청룡원조매운탕,충청남도 천안시 서북구 입장면 성진로 1406,충청남도 천안시 서북구 입장면 도림리 24-2 ,,한식
일반음식점,양당가든,충청남도 천안시 서북구 직산읍 양당로 165,충청남도 천안시 서북구 직산읍 양당리 321-3 ,0041-0583-5989,한식
일반음식점,성환고기한판,충청남도 천안시 서북구 성환읍 성환11길 57-1,충청남도 천안시 서북구 성환읍 성환리 390-2 ,041 -0581-6306,식육(숯불구이)
일반음식점,소우리생고기집,충청남도 천안시 서북구 성거읍 봉주로 258 (177-55),충청남도 천안시 서북구 성거읍 소우리 177-21 177-55 ,0041-0557-0305,한식
일반음식점,청산,충청남도 천안시 서북구 성환읍 대학로 7,충청남도 천안시 서북구 성환읍 성월리 115-1 ,,호프/통닭
일반음식점,구어조은닭,충청남도 천안시 서북구 직산읍 자은가리1길 68,충청남도 천안시 서북구 직산읍 모시리 206-13 ,,통닭(치킨)
일반음식점,함흥식당,충청남도 천안시 서북구 입장면 성진로 722,충청남도 천안시 서북구 입장면 신덕리 198-1 ,0041-0553-6983,한식
일반음식점,풍년포차구이,충청남도 천안시 서북구 성환읍 성환3로 49,충청남도 천안시 서북구 성환읍 성환리 396-5 ,0041-0588-0004,한식
일반음식점,착한낙지,충청남도 천안시 서북구 백석로 214 (성정동),충청남도 천안시 서북구 성정동 997 , 041- 575-3322,한식
일반음식점,아라호프,"충청남도 천안시 서북구 봉정로 97, 1층 (성정동)",충청남도 천안시 서북구 성정동 744-5 ,0041-0574-5454,통닭(치킨)
일반음식점,24시얼큰이병천순대,"충청남도 천안시 서북구 서부대로 402 (쌍용동,1124 1125)",충청남도 천안시 서북구 쌍용동 1123 1124 1125 ,,한식
일반음식점,고추세개,"충청남도 천안시 서북구 서부대로 402, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1123 외2필지 1층 ,0041-0571-9575,한식
일반음식점,작은무대,"충청남도 천안시 서북구 미라6길 23, 지하1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1143 ,0041-0579-7125,호프/통닭
일반음식점,산내들쌍용점,충청남도 천안시 서북구 미라3길 42 (쌍용동),충청남도 천안시 서북구 쌍용동 1019 ,,한식
일반음식점,원조곱창,"충청남도 천안시 서북구 미라3길 42 (쌍용동,1021)",충청남도 천안시 서북구 쌍용동 1019 1021 ,0041-0577-0413,한식
일반음식점,시골칼국수,충청남도 천안시 서북구 다가말3길 20 (쌍용동),충청남도 천안시 서북구 쌍용동 541-17 ,0041-0555-5572,한식
일반음식점,정연식당,충청남도 천안시 서북구 봉서5길 18 (쌍용동),충청남도 천안시 서북구 쌍용동 816 ,0041-0571-6725,중국식
일반음식점,남당리횟집,충청남도 천안시 서북구 백석로 197 (성정동),충청남도 천안시 서북구 성정동 902 , 041- 575-6246,일식
일반음식점,매일해장국,충청남도 천안시 서북구 공단로 78 (성성동),충청남도 천안시 서북구 성성동 276-2 ,0041- 621-2802,한식
일반음식점,패밀리두마리치킨,"충청남도 천안시 서북구 봉정로 130, 1층 (성정동)",충청남도 천안시 서북구 성정동 193-10 ,0041-0556-1816,통닭(치킨)
일반음식점,술타먹수,충청남도 천안시 서북구 미라2길 67 (쌍용동),충청남도 천안시 서북구 쌍용동 943 ,041 -575 -8712,한식
일반음식점,포이보스,충청남도 천안시 서북구 미라7길 3 (쌍용동),충청남도 천안시 서북구 쌍용동 1119 ,0041-0571-9161,호프/통닭
일반음식점,쟁반통닭쌍용동7단지점,충청남도 천안시 서북구 쌍용4길 17 (쌍용동),충청남도 천안시 서북구 쌍용동 1320 ,0041-0571-9513,통닭(치킨)
일반음식점,놀부부대찌개,"충청남도 천안시 서북구 미라2길 60, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 988 (1층) ,0041-0571-7993,한식
일반음식점,시골밥집,충청남도 천안시 서북구 미라7길 3 (쌍용동),충청남도 천안시 서북구 쌍용동 1119 ,0041-0571-5282,한식
일반음식점,조은참치,충청남도 천안시 서북구 미라9길 8 (쌍용동),충청남도 천안시 서북구 쌍용동 1102 ,0041-0577-8008,일식
일반음식점,장모님밥상,충청남도 천안시 서북구 천안대로 1311 (신당동),충청남도 천안시 서북구 신당동 426-16 ,0041-0553-0227,한식
일반음식점,아저씨네,충청남도 천안시 서북구 성정4길 7 (성정동),충청남도 천안시 서북구 성정동 718-4 ,0041-0573-5183,한식
일반음식점,닭발만본점,충청남도 천안시 서북구 봉정로 119 (성정동),충청남도 천안시 서북구 성정동 733-4 ,0041-0572-5777,호프/통닭
일반음식점,이학돌솥밥,충청남도 천안시 서북구 미라1길 1 (쌍용동),충청남도 천안시 서북구 쌍용동 1132 ,0041-0571-8330,한식
일반음식점,동해식당,충청남도 천안시 서북구 쌍용15길 60 (쌍용동),충청남도 천안시 서북구 쌍용동 630 ,041 -571 -6757,까페
일반음식점,정거장,충청남도 천안시 서북구 동서대로 110-27 (성정동),충청남도 천안시 서북구 성정동 545-9 ,,호프/통닭
일반음식점,고향촌,충청남도 천안시 서북구 봉정로 212 (성정동),충청남도 천안시 서북구 성정동 664-17 ,0041-0574-7585,한식
일반음식점,우리집,충청남도 천안시 서북구 쌍용15길 66 (쌍용동),충청남도 천안시 서북구 쌍용동 592 ,0041-0571-6697,한식
일반음식점,투썸플레이스,충청남도 천안시 서북구 서부대로 396 (쌍용동),충청남도 천안시 서북구 쌍용동 1131 , 041- 573-3392,한식
일반음식점,설식당,충청남도 천안시 서북구 미라1길 1 (쌍용동),충청남도 천안시 서북구 쌍용동 1132 ,    - 577-0153,경양식
일반음식점,조아조아라이브,충청남도 천안시 서북구 미라1길 13 (쌍용동),충청남도 천안시 서북구 쌍용동 1058 ,041 -578 -7080,호프/통닭
일반음식점,서촌칼국수,충청남도 천안시 서북구 미라6길 13 (쌍용동),충청남도 천안시 서북구 쌍용동 1135 ,0041-0571-2855,한식
일반음식점,송화양꼬치,"충청남도 천안시 서북구 봉정로 386 (두정동,101호)",충청남도 천안시 서북구 두정동 1617 101호 ,,경양식
일반음식점,마산옥아구찜,충청남도 천안시 서북구 봉명로 18 (쌍용동),충청남도 천안시 서북구 쌍용동 877-1 ,,한식
일반음식점,짜왕,충청남도 천안시 서북구 성정로 114 (성정동),충청남도 천안시 서북구 성정동 157-3 ,0041-0572-2458,중국식
일반음식점,상민이네대패앤차돌,충청남도 천안시 서북구 미라9길 18 (쌍용동),충청남도 천안시 서북구 쌍용동 1086 ,,한식
일반음식점,스모프양념통닭성정2점,충청남도 천안시 서북구 동서대로 110-31 (성정동),충청남도 천안시 서북구 성정동 545-4 ,041 -576 -5999,통닭(치킨)
일반음식점,민들레영토,충청남도 천안시 서북구 미라10길 24 (쌍용동),충청남도 천안시 서북구 쌍용동 1079-1 ,041 -575 -0619,호프/통닭
일반음식점,청룡식당,충청남도 천안시 서북구 성정15길 12 (성정동),충청남도 천안시 서북구 성정동 698-5 6통,0041-0578-8828,일식
일반음식점,청룡각,"충청남도 천안시 서북구 충무로 143-8, 1층 102호 (쌍용동, 계룡푸른마을아파트상가동)",충청남도 천안시 서북구 쌍용동 1361 계룡푸른마을아파트상가동 102호 ,041 -574 -6669,중국식
일반음식점,루나리치,충청남도 천안시 서북구 미라14길 4 (쌍용동),충청남도 천안시 서북구 쌍용동 915 ,0041-0572-1121,경양식
일반음식점,카페코몽,"충청남도 천안시 서북구 쌍용14길 10, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1400 ,0041-0577-1422,한식
일반음식점,페리카나치킨 월봉점,충청남도 천안시 서북구 월봉로 79 (쌍용동),충청남도 천안시 서북구 쌍용동 1545 ,0041-0574-7775,통닭(치킨)
일반음식점,파라오,"충청남도 천안시 서북구 미라2길 60, 지1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 988 ,0041-0573-0029,경양식
일반음식점,앗싸곱창,"충청남도 천안시 서북구 미라6길 23, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 1143 ,,식육(숯불구이)
일반음식점,김밥마트,충청남도 천안시 서북구 쌍용16길 46 (쌍용동),충청남도 천안시 서북구 쌍용동 659 ,0041-0573-0788,한식
일반음식점,서울식당,충청남도 천안시 서북구 성거읍 망향로 926,충청남도 천안시 서북구 성거읍 오목리 1 ,0041-0567-8817,호프/통닭
일반음식점,둥글레식당,충청남도 천안시 서북구 직산읍 직산안길 52,충청남도 천안시 서북구 직산읍 군동리 111-11 ,0041-0581-0796,분식
일반음식점,수청거리식당,충청남도 천안시 서북구 성거읍 성거길 143,충청남도 천안시 서북구 성거읍 저리 50-1 ,041 -584 -5600,한식
