업소명,소재지(도로명),소재지(지번),소재지전화
원이동숯불갈비,충청남도 천안시 동남구 병천면 병천1로 39,충청남도 천안시 동남구 병천면 병천리 264-1 , 041- 564-3170
광덕산장,충청남도 천안시 동남구 광덕면 해수길 267,충청남도 천안시 동남구 광덕면 광덕리 744-2 ,0041-0567-0291
신세계통닭원성점,충청남도 천안시 동남구 원거리8길 45 (원성동),충청남도 천안시 동남구 원성동 562-15 , 041- 562-4070
토종장수순대풍세점,"충청남도 천안시 동남구 풍세면 풍년길 67, 1층",충청남도 천안시 동남구 풍세면 풍서리 423 , 041- 554-9712
우정힐스대식당,충청남도 천안시 동남구 목천읍 충절로 1048-68 (외3필지),충청남도 천안시 동남구 목천읍 운전리 401 외3필지 , 041- 557-2904
그늘집3,"충청남도 천안시 동남구 목천읍 충절로 1048-68, C동 1층",충청남도 천안시 동남구 목천읍 운전리 401 C동 1층 ,041 -557 -2904
그늘집1,충청남도 천안시 동남구 목천읍 성남로 97-45,충청남도 천안시 동남구 목천읍 천정리 1-1 E동 1층 ,041 -557 -2904
북경반점,"충청남도 천안시 동남구 수신면 속창1길 40, 1층",충청남도 천안시 동남구 수신면 속창리 126-6 1층 ,0041-0552-3782
관광농원유성농장식당,"충청남도 천안시 동남구 북면 납안5길 66, 1층",충청남도 천안시 동남구 북면 납안리 277-3 1층 ,041 -553 -3120
부부가든,"충청남도 천안시 동남구 병천면 아우내3로 8, 1층",충청남도 천안시 동남구 병천면 병천리 324 1층 ,041 -567 -4542
정하네식당,충청남도 천안시 동남구 수신면 성남로 931,충청남도 천안시 동남구 수신면 속창리 236-12 ,0041-0552-3518
황금자주막,충청남도 천안시 동남구 풍세면 풍년길 44,충청남도 천안시 동남구 풍세면 풍서리 387-1 ,
농축갈뫼정,충청남도 천안시 동남구 목천읍 교천지산길 170-13,충청남도 천안시 동남구 목천읍 교천리 223 , 041-557 -8296
오리촌,충청남도 천안시 동남구 광덕면 해수길 174,충청남도 천안시 동남구 광덕면 광덕리 706 ,0041-0567-7456
고산식당,충청남도 천안시 동남구 버들로 152 (원성동),충청남도 천안시 동남구 원성동 525-3 ,    - 561-4555
인생뭐있슈,"충청남도 천안시 동남구 목천읍 충절로 818, 2층",충청남도 천안시 동남구 목천읍 신계리 349-3 외1필지 ,0041-0584-3235
제주뜰향갈치전문점,"충청남도 천안시 동남구 성정로 1, 1층 (봉명동)",충청남도 천안시 동남구 봉명동 290 1층 , 041- 571-9070
큰마당순대국,충청남도 천안시 동남구 순천향4길 50 (봉명동),충청남도 천안시 동남구 봉명동 223-21 , 041- 573-3344
운영식당,충청남도 천안시 동남구 단대로 119-11 (신부동),충청남도 천안시 동남구 신부동 221-16 ,0041-0551-1920
대운식당,충청남도 천안시 동남구 단대로 46 (신부동),충청남도 천안시 동남구 신부동 296-13 ,0041-0564-2008
한마음정육식당,충청남도 천안시 동남구 먹거리9길 24 (신부동),충청남도 천안시 동남구 신부동 465-1 ,041 -523 -8854
사생활,"충청남도 천안시 동남구 먹거리9길 24, 지하1층 (신부동)",충청남도 천안시 동남구 신부동 465-1 지하1층 ,041 -555 -2922
천안뚝배기,,충청남도 천안시 동남구 안서동 447-6 ,0041-0553-2571
아우내순대앤보쌈,"충청남도 천안시 동남구 먹거리5길 14-1, 1층 (신부동)",충청남도 천안시 동남구 신부동 466-10 1층 ,0041-0553-1370
유진이네꼬마김밥,충청남도 천안시 동남구 봉정로 70 (봉명동),충청남도 천안시 동남구 봉명동 50-3 ,0041-0573-0736
쭈꾸미네,"충청남도 천안시 동남구 신용로 12, A동 1층 (다가동)",충청남도 천안시 동남구 다가동 371-17 A동 1층 ,041 -571 -3654
김연우명태마을,"충청남도 천안시 동남구 원성2교길 36, 1층 (원성동)",충청남도 천안시 동남구 원성동 548-15 ,041 - 557-2787
송화,충청남도 천안시 동남구 고재4길 82 (원성동),충청남도 천안시 동남구 원성동 518-2 ,0041-0554-5589
윤정식당,"충청남도 천안시 동남구 원성2교길 12, 2동 1층 (원성동)",충청남도 천안시 동남구 원성동 552-2 2동 1층 ,041 -555 -1100
대복부페,,충청남도 천안시 동남구 봉명동 215-8 ,0041-0578-0377
새날구내식당,"충청남도 천안시 동남구 단대로 119, 4층 (안서동, 단국대학교병원B동)",충청남도 천안시 동남구 안서동 522 외133필지 단국대학교병원B동 4층 , 041- 550-7100
흐엉웨,충청남도 천안시 동남구 대흥로 232-1 (대흥동),충청남도 천안시 동남구 대흥동 82 ,
일미영양탕,충청남도 천안시 동남구 먹거리5길 8 (신부동),충청남도 천안시 동남구 신부동 472-17 ,0041-0562-5612
남도식당,충청남도 천안시 동남구 성정로 24 (봉명동),충청남도 천안시 동남구 봉명동 430 ,
소소,충청남도 천안시 동남구 먹거리8길 30 (신부동),충청남도 천안시 동남구 신부동 386-58 ,041 -555 -1410
문성생고기집,"충청남도 천안시 동남구 개목8길 22, 1층 (봉명동)","충청남도 천안시 동남구 봉명동 333 외 1필지, 1층 ", 041- 574-0808
명장국밥,"충청남도 천안시 동남구 신원2길 71, 1층 (신부동)",충청남도 천안시 동남구 신부동 487-6 1층 ,0041-0552-6114
차이나양꼬치,"충청남도 천안시 동남구 먹거리8길 38, 1층 (신부동)",충청남도 천안시 동남구 신부동 381 1층 , 041- 563-0288
대장군왔소전주생막걸리,충청남도 천안시 동남구 봉정로 50 (봉명동),충청남도 천안시 동남구 봉명동 45-13 ,041 -572 -9990
코코스낵,충청남도 천안시 동남구 상명대길 58 (안서동),충청남도 천안시 동남구 안서동 305-11 ,
남포동국수,충청남도 천안시 동남구 원거리1길 8 (영성동),충청남도 천안시 동남구 영성동 171-6 ,
금화왕돈까스천안신부점,"충청남도 천안시 동남구 먹거리9길 20, 1층 (신부동)",충청남도 천안시 동남구 신부동 458-3 1층 ,041 -555 -0606
구성동클라쓰,"충청남도 천안시 동남구 대흥로 34, 1층 (구성동)",충청남도 천안시 동남구 구성동 482-3 ,041 -567 -6789
치킨과바람피자,충청남도 천안시 동남구 먹거리9길 26 (신부동),충청남도 천안시 동남구 신부동 465-2 ,041 -555 -7778
또순이식당,충청남도 천안시 동남구 차돌고개3길 23 (다가동),충청남도 천안시 동남구 다가동 373-30 ,0041-0574-8636
자매식당,충청남도 천안시 동남구 고재1길 52 (원성동),충청남도 천안시 동남구 원성동 543 ,0041-0555-8014
백리향,충청남도 천안시 동남구 풍세면 풍세로 459,충청남도 천안시 동남구 풍세면 남관리 145 ,0041-0574-9287
장터식당,충청남도 천안시 동남구 병천면 아우내장터1길 45,충청남도 천안시 동남구 병천면 병천리 163-1 ,0041-0564-0931
산집,충청남도 천안시 동남구 수신면 수신로 737-12,충청남도 천안시 동남구 수신면 장산리 462-16 ,041 -551 -3174
삼풍가든,"충청남도 천안시 동남구 풍세면 풍년길 35, 1층",충청남도 천안시 동남구 풍세면 풍서리 382-2 1층 , 041- 553-7172
초원식당,,충청남도 천안시 동남구 풍세면 남관리 144-3 ,0041-0566-0385
맛자랑식당,충청남도 천안시 동남구 병천면 충절로 1777,충청남도 천안시 동남구 병천면 병천리 87-1 ,
게이트하우스,"충청남도 천안시 동남구 광덕면 광덕로 375-5, 1층",충청남도 천안시 동남구 광덕면 신덕리 8 1층 , 041- 567-0484
진고개식당,충청남도 천안시 동남구 동면 충절로 2315-4,충청남도 천안시 동남구 동면 동산리 340-1 ,
예림가든,충청남도 천안시 동남구 동면 화복로 258,충청남도 천안시 동남구 동면 수남리 130-2 ,041 -552 -4400
신토불이청국장,충청남도 천안시 동남구 목천읍 충절로 1136,충청남도 천안시 동남구 목천읍 운전리 343-5 ,
오대륙,충청남도 천안시 동남구 북면 충절로 1297,충청남도 천안시 동남구 북면 연춘리 191-3 ,    - 557-0114
성훈식당,충청남도 천안시 동남구 광덕면 차령고개로 1070,충청남도 천안시 동남구 광덕면 행정리 73-1 ,041 -566 -6556
일미식당,충청남도 천안시 동남구 북면 충절로 1293,충청남도 천안시 동남구 북면 연춘리 187-4 ,
명성,"충청남도 천안시 동남구 목천읍 목천안터2길 5, 1층",충청남도 천안시 동남구 목천읍 신계리 166-28 1층 , 041- 557-8330
안마당치킨,충청남도 천안시 동남구 광덕면 신흥리3길 21,충청남도 천안시 동남구 광덕면 신흥리 309-11 , 041- 568-3129
비에이치씨천안수신점,충청남도 천안시 동남구 수신면 속창2길 9,충청남도 천안시 동남구 수신면 속창리 212-5 ,041 -522 -0088
태하가든,"충청남도 천안시 동남구 성남면 약수로 3, 1층",충청남도 천안시 동남구 성남면 대정리 168 1층 , 041- 553-1311
아우내장터순대,"충청남도 천안시 동남구 병천면 아우내순대길 40, 1층",충청남도 천안시 동남구 병천면 병천리 205-2 1층 ,041 -567 -8588
순대국가불족발,충청남도 천안시 동남구 목천읍 성남로 15,충청남도 천안시 동남구 목천읍 신계리 332-12 ,041 -566 -7727
치킨하우스,,충청남도 천안시 동남구 수신면 속창리 145-1 ,
대정사랑채,"충청남도 천안시 동남구 성남면 대정1길 36-24, 1층",충청남도 천안시 동남구 성남면 대정리 133 1층 ,041 -558 -7744
흥부촌,충청남도 천안시 동남구 목천읍 충절로 1048-15,충청남도 천안시 동남구 목천읍 운전리 368 ,0041-0557-3350
수신반점,"충청남도 천안시 동남구 병천면 충절로 1614, 1층",충청남도 천안시 동남구 병천면 가전리 165-3 1층 , 041- 561-5278
조선곰탕,"충청남도 천안시 동남구 목천읍 충절로 769, 1층",충청남도 천안시 동남구 목천읍 신계리 383-1 1층 , 041- 552-5200
벤처식당,"충청남도 천안시 동남구 풍세면 풍년길 39, 1층",충청남도 천안시 동남구 풍세면 풍서리 382-15 외2필지 1층 , 041- 553-5233
기와집,충청남도 천안시 동남구 공설시장1길 31-5 (대흥동),충청남도 천안시 동남구 대흥동 1-1 ,041 -569 -6856
심마니,"충청남도 천안시 동남구 태조산길 209 (유량동,167-2)",충청남도 천안시 동남구 유량동 166 167-2 ,0041-0556-0656
태평식당,"충청남도 천안시 동남구 공설시장1길 9 (대흥동,외 1필지, 1동)","충청남도 천안시 동남구 대흥동 60-5 외 1필지, 1동 ",
피자어셈블,충청남도 천안시 동남구 고재1길 52 (원성동),충청남도 천안시 동남구 원성동 543 ,041 -563 -9560
남성시대라이브7080,충청남도 천안시 동남구 원성2교길 4 (영성동),충청남도 천안시 동남구 영성동 133-3 ,041 -551 -2656
동화루,"충청남도 천안시 동남구 천중3길 3, 2층 (문화동)",충청남도 천안시 동남구 문화동 3-27 2층 ,0041-0565-0674
어라이브,충청남도 천안시 동남구 봉명로 108 (봉명동),충청남도 천안시 동남구 봉명동 43-1 , 041- 572-6052
참새방,충청남도 천안시 동남구 상명대길 30 (안서동),충청남도 천안시 동남구 안서동 318-46 ,0041-0561-1739
드럼통숯불구이,"충청남도 천안시 동남구 차돌로 78 (다가동,3)",충청남도 천안시 동남구 다가동 352-2 3 ,0041-0577-8757
동림수산활어회,"충청남도 천안시 동남구 영성로 51, 1층 (사직동)",충청남도 천안시 동남구 사직동 36-2 1층 ,041 -562 -8467
영식당,충청남도 천안시 동남구 미나릿길 40-1 (영성동),충청남도 천안시 동남구 영성동 54-26 ,0041-0554-7779
조아저씨성거산비빔국수,"충청남도 천안시 동남구 동면 충절로 2133, 1층",충청남도 천안시 동남구 동면 화계리 229-2 1층 ,041 - 523-5089
경북당,충청남도 천안시 동남구 병천면 아우내장터2길 46,충청남도 천안시 동남구 병천면 병천리 157-17 ,0041-0561-4133
명동짜장,충청남도 천안시 동남구 은행길 7 (대흥동),충청남도 천안시 동남구 대흥동 101-7 ,0041-0568-1191
고향산장,"충청남도 천안시 동남구 북면 충절로 1474-19, 1층","충청남도 천안시 동남구 북면 상동리 52-3 외 1필지, 1층 ",041 -555 -9922
외갓집,충청남도 천안시 동남구 큰시장길 51-1 (영성동),충청남도 천안시 동남구 영성동 56-5 ,041 -522 -7552
천흥기사식당,충청남도 천안시 동남구 목천읍 천안대로 91,충청남도 천안시 동남구 목천읍 삼성리 121-4 ,0041-0566-8313
진가네,충청남도 천안시 동남구 광덕면 신흥리3길 20-1,충청남도 천안시 동남구 광덕면 신흥리 309-29 ,0041-0568-5313
국일식당,충청남도 천안시 동남구 동면 충절로 2315-3,충청남도 천안시 동남구 동면 동산리 341-6 ,
쌍둥이네가정식백반,충청남도 천안시 동남구 수신면 수신로 460,충청남도 천안시 동남구 수신면 속창리 134-4 ,
옛골가든,"충청남도 천안시 동남구 광덕면 보산원1길 27, 1층",충청남도 천안시 동남구 광덕면 광덕리 82-2 1층 , 041- 568-2437
들밥가든,"충청남도 천안시 동남구 북면 위례성로 39, 1층",충청남도 천안시 동남구 북면 연춘리 243-30 1층 ,
향림촌,충청남도 천안시 동남구 성남면 약수로 126,충청남도 천안시 동남구 성남면 대정리 122 ,0041-0554-3836
충남우리식당,충청남도 천안시 동남구 사직로 25-4 (사직동),충청남도 천안시 동남구 사직동 51 ,0041-0565-0556
곱창가,충청남도 천안시 동남구 먹거리3길 15 (신부동),충청남도 천안시 동남구 신부동 458-1 ,0041-0567-3656
맛자랑갈비,"충청남도 천안시 동남구 원거리8길 14, 1층 (원성동)",충청남도 천안시 동남구 원성동 596-10 1층 ,041 -561 -4534
청룡가든,충청남도 천안시 동남구 병천면 봉항로 498,충청남도 천안시 동남구 병천면 매성리 389-1 ,
태화가든,"충청남도 천안시 동남구 광덕면 죽계2길 42, 1층",충청남도 천안시 동남구 광덕면 광덕리 662-2 1층 , 041- 568-2514
